-100	-100	-334.63
-100	-95.918	-331.16
-100	-91.837	-327.69
-100	-87.755	-324.22
-100	-83.673	-320.75
-100	-79.592	-317.28
-100	-75.51	-313.81
-100	-71.429	-310.35
-100	-67.347	-306.88
-100	-63.265	-303.41
-100	-59.184	-299.94
-100	-55.102	-296.47
-100	-51.02	-293
-100	-46.939	-289.53
-100	-42.857	-286.06
-100	-38.776	-282.59
-100	-34.694	-279.12
-100	-30.612	-275.65
-100	-26.531	-272.19
-100	-22.449	-268.72
-100	-18.367	-265.25
-100	-14.286	-261.78
-100	-10.204	-258.31
-100	-6.1224	-254.84
-100	-2.0408	-251.37
-100	2.0408	-247.9
-100	6.1224	-244.43
-100	10.204	-240.96
-100	14.286	-237.5
-100	18.367	-234.03
-100	22.449	-230.56
-100	26.531	-227.09
-100	30.612	-223.62
-100	34.694	-220.15
-100	38.776	-216.68
-100	42.857	-213.21
-100	46.939	-209.74
-100	51.02	-206.27
-100	55.102	-202.8
-100	59.184	-199.34
-100	63.265	-195.87
-100	67.347	-192.4
-100	71.429	-188.93
-100	75.51	-185.46
-100	79.592	-181.99
-100	83.673	-178.52
-100	87.755	-175.05
-100	91.837	-171.58
-100	95.918	-168.11
-100	100	-164.64
-95.918	-100	-324.44
-95.918	-95.918	-320.97
-95.918	-91.837	-317.5
-95.918	-87.755	-314.03
-95.918	-83.673	-310.56
-95.918	-79.592	-307.09
-95.918	-75.51	-303.63
-95.918	-71.429	-300.16
-95.918	-67.347	-296.69
-95.918	-63.265	-293.22
-95.918	-59.184	-289.75
-95.918	-55.102	-286.28
-95.918	-51.02	-282.81
-95.918	-46.939	-279.34
-95.918	-42.857	-275.87
-95.918	-38.776	-272.4
-95.918	-34.694	-268.93
-95.918	-30.612	-265.47
-95.918	-26.531	-262
-95.918	-22.449	-258.53
-95.918	-18.367	-255.06
-95.918	-14.286	-251.59
-95.918	-10.204	-248.12
-95.918	-6.1224	-244.65
-95.918	-2.0408	-241.18
-95.918	2.0408	-237.71
-95.918	6.1224	-234.24
-95.918	10.204	-230.78
-95.918	14.286	-227.31
-95.918	18.367	-223.84
-95.918	22.449	-220.37
-95.918	26.531	-216.9
-95.918	30.612	-213.43
-95.918	34.694	-209.96
-95.918	38.776	-206.49
-95.918	42.857	-203.02
-95.918	46.939	-199.55
-95.918	51.02	-196.08
-95.918	55.102	-192.62
-95.918	59.184	-189.15
-95.918	63.265	-185.68
-95.918	67.347	-182.21
-95.918	71.429	-178.74
-95.918	75.51	-175.27
-95.918	79.592	-171.8
-95.918	83.673	-168.33
-95.918	87.755	-164.86
-95.918	91.837	-161.39
-95.918	95.918	-157.92
-95.918	100	-154.46
-91.837	-100	-314.25
-91.837	-95.918	-310.78
-91.837	-91.837	-307.31
-91.837	-87.755	-303.84
-91.837	-83.673	-300.37
-91.837	-79.592	-296.91
-91.837	-75.51	-293.44
-91.837	-71.429	-289.97
-91.837	-67.347	-286.5
-91.837	-63.265	-283.03
-91.837	-59.184	-279.56
-91.837	-55.102	-276.09
-91.837	-51.02	-272.62
-91.837	-46.939	-269.15
-91.837	-42.857	-265.68
-91.837	-38.776	-262.21
-91.837	-34.694	-258.75
-91.837	-30.612	-255.28
-91.837	-26.531	-251.81
-91.837	-22.449	-248.34
-91.837	-18.367	-244.87
-91.837	-14.286	-241.4
-91.837	-10.204	-237.93
-91.837	-6.1224	-234.46
-91.837	-2.0408	-230.99
-91.837	2.0408	-227.52
-91.837	6.1224	-224.05
-91.837	10.204	-220.59
-91.837	14.286	-217.12
-91.837	18.367	-213.65
-91.837	22.449	-210.18
-91.837	26.531	-206.71
-91.837	30.612	-203.24
-91.837	34.694	-199.77
-91.837	38.776	-196.3
-91.837	42.857	-192.83
-91.837	46.939	-189.36
-91.837	51.02	-185.9
-91.837	55.102	-182.43
-91.837	59.184	-178.96
-91.837	63.265	-175.49
-91.837	67.347	-172.02
-91.837	71.429	-168.55
-91.837	75.51	-165.08
-91.837	79.592	-161.61
-91.837	83.673	-158.14
-91.837	87.755	-154.67
-91.837	91.837	-151.2
-91.837	95.918	-147.74
-91.837	100	-144.27
-87.755	-100	-304.06
-87.755	-95.918	-300.59
-87.755	-91.837	-297.12
-87.755	-87.755	-293.65
-87.755	-83.673	-290.18
-87.755	-79.592	-286.72
-87.755	-75.51	-283.25
-87.755	-71.429	-279.78
-87.755	-67.347	-276.31
-87.755	-63.265	-272.84
-87.755	-59.184	-269.37
-87.755	-55.102	-265.9
-87.755	-51.02	-262.43
-87.755	-46.939	-258.96
-87.755	-42.857	-255.49
-87.755	-38.776	-252.03
-87.755	-34.694	-248.56
-87.755	-30.612	-245.09
-87.755	-26.531	-241.62
-87.755	-22.449	-238.15
-87.755	-18.367	-234.68
-87.755	-14.286	-231.21
-87.755	-10.204	-227.74
-87.755	-6.1224	-224.27
-87.755	-2.0408	-220.8
-87.755	2.0408	-217.33
-87.755	6.1224	-213.87
-87.755	10.204	-210.4
-87.755	14.286	-206.93
-87.755	18.367	-203.46
-87.755	22.449	-199.99
-87.755	26.531	-196.52
-87.755	30.612	-193.05
-87.755	34.694	-189.58
-87.755	38.776	-186.11
-87.755	42.857	-182.64
-87.755	46.939	-179.17
-87.755	51.02	-175.71
-87.755	55.102	-172.24
-87.755	59.184	-168.77
-87.755	63.265	-165.3
-87.755	67.347	-161.83
-87.755	71.429	-158.36
-87.755	75.51	-154.89
-87.755	79.592	-151.42
-87.755	83.673	-147.95
-87.755	87.755	-144.48
-87.755	91.837	-141.02
-87.755	95.918	-137.55
-87.755	100	-134.08
-83.673	-100	-293.87
-83.673	-95.918	-290.4
-83.673	-91.837	-286.93
-83.673	-87.755	-283.46
-83.673	-83.673	-280
-83.673	-79.592	-276.53
-83.673	-75.51	-273.06
-83.673	-71.429	-269.59
-83.673	-67.347	-266.12
-83.673	-63.265	-262.65
-83.673	-59.184	-259.18
-83.673	-55.102	-255.71
-83.673	-51.02	-252.24
-83.673	-46.939	-248.77
-83.673	-42.857	-245.31
-83.673	-38.776	-241.84
-83.673	-34.694	-238.37
-83.673	-30.612	-234.9
-83.673	-26.531	-231.43
-83.673	-22.449	-227.96
-83.673	-18.367	-224.49
-83.673	-14.286	-221.02
-83.673	-10.204	-217.55
-83.673	-6.1224	-214.08
-83.673	-2.0408	-210.61
-83.673	2.0408	-207.15
-83.673	6.1224	-203.68
-83.673	10.204	-200.21
-83.673	14.286	-196.74
-83.673	18.367	-193.27
-83.673	22.449	-189.8
-83.673	26.531	-186.33
-83.673	30.612	-182.86
-83.673	34.694	-179.39
-83.673	38.776	-175.92
-83.673	42.857	-172.45
-83.673	46.939	-168.99
-83.673	51.02	-165.52
-83.673	55.102	-162.05
-83.673	59.184	-158.58
-83.673	63.265	-155.11
-83.673	67.347	-151.64
-83.673	71.429	-148.17
-83.673	75.51	-144.7
-83.673	79.592	-141.23
-83.673	83.673	-137.76
-83.673	87.755	-134.3
-83.673	91.837	-130.83
-83.673	95.918	-127.36
-83.673	100	-123.89
-79.592	-100	-283.68
-79.592	-95.918	-280.21
-79.592	-91.837	-276.74
-79.592	-87.755	-273.28
-79.592	-83.673	-269.81
-79.592	-79.592	-266.34
-79.592	-75.51	-262.87
-79.592	-71.429	-259.4
-79.592	-67.347	-255.93
-79.592	-63.265	-252.46
-79.592	-59.184	-248.99
-79.592	-55.102	-245.52
-79.592	-51.02	-242.05
-79.592	-46.939	-238.58
-79.592	-42.857	-235.12
-79.592	-38.776	-231.65
-79.592	-34.694	-228.18
-79.592	-30.612	-224.71
-79.592	-26.531	-221.24
-79.592	-22.449	-217.77
-79.592	-18.367	-214.3
-79.592	-14.286	-210.83
-79.592	-10.204	-207.36
-79.592	-6.1224	-203.89
-79.592	-2.0408	-200.43
-79.592	2.0408	-196.96
-79.592	6.1224	-193.49
-79.592	10.204	-190.02
-79.592	14.286	-186.55
-79.592	18.367	-183.08
-79.592	22.449	-179.61
-79.592	26.531	-176.14
-79.592	30.612	-172.67
-79.592	34.694	-169.2
-79.592	38.776	-165.73
-79.592	42.857	-162.27
-79.592	46.939	-158.8
-79.592	51.02	-155.33
-79.592	55.102	-151.86
-79.592	59.184	-148.39
-79.592	63.265	-144.92
-79.592	67.347	-141.45
-79.592	71.429	-137.98
-79.592	75.51	-134.51
-79.592	79.592	-131.04
-79.592	83.673	-127.57
-79.592	87.755	-124.11
-79.592	91.837	-120.64
-79.592	95.918	-117.17
-79.592	100	-113.7
-75.51	-100	-273.49
-75.51	-95.918	-270.02
-75.51	-91.837	-266.56
-75.51	-87.755	-263.09
-75.51	-83.673	-259.62
-75.51	-79.592	-256.15
-75.51	-75.51	-252.68
-75.51	-71.429	-249.21
-75.51	-67.347	-245.74
-75.51	-63.265	-242.27
-75.51	-59.184	-238.8
-75.51	-55.102	-235.33
-75.51	-51.02	-231.86
-75.51	-46.939	-228.4
-75.51	-42.857	-224.93
-75.51	-38.776	-221.46
-75.51	-34.694	-217.99
-75.51	-30.612	-214.52
-75.51	-26.531	-211.05
-75.51	-22.449	-207.58
-75.51	-18.367	-204.11
-75.51	-14.286	-200.64
-75.51	-10.204	-197.17
-75.51	-6.1224	-193.7
-75.51	-2.0408	-190.24
-75.51	2.0408	-186.77
-75.51	6.1224	-183.3
-75.51	10.204	-179.83
-75.51	14.286	-176.36
-75.51	18.367	-172.89
-75.51	22.449	-169.42
-75.51	26.531	-165.95
-75.51	30.612	-162.48
-75.51	34.694	-159.01
-75.51	38.776	-155.55
-75.51	42.857	-152.08
-75.51	46.939	-148.61
-75.51	51.02	-145.14
-75.51	55.102	-141.67
-75.51	59.184	-138.2
-75.51	63.265	-134.73
-75.51	67.347	-131.26
-75.51	71.429	-127.79
-75.51	75.51	-124.32
-75.51	79.592	-120.85
-75.51	83.673	-117.39
-75.51	87.755	-113.92
-75.51	91.837	-110.45
-75.51	95.918	-106.98
-75.51	100	-103.51
-71.429	-100	-263.3
-71.429	-95.918	-259.84
-71.429	-91.837	-256.37
-71.429	-87.755	-252.9
-71.429	-83.673	-249.43
-71.429	-79.592	-245.96
-71.429	-75.51	-242.49
-71.429	-71.429	-239.02
-71.429	-67.347	-235.55
-71.429	-63.265	-232.08
-71.429	-59.184	-228.61
-71.429	-55.102	-225.14
-71.429	-51.02	-221.68
-71.429	-46.939	-218.21
-71.429	-42.857	-214.74
-71.429	-38.776	-211.27
-71.429	-34.694	-207.8
-71.429	-30.612	-204.33
-71.429	-26.531	-200.86
-71.429	-22.449	-197.39
-71.429	-18.367	-193.92
-71.429	-14.286	-190.45
-71.429	-10.204	-186.98
-71.429	-6.1224	-183.52
-71.429	-2.0408	-180.05
-71.429	2.0408	-176.58
-71.429	6.1224	-173.11
-71.429	10.204	-169.64
-71.429	14.286	-166.17
-71.429	18.367	-162.7
-71.429	22.449	-159.23
-71.429	26.531	-155.76
-71.429	30.612	-152.29
-71.429	34.694	-148.83
-71.429	38.776	-145.36
-71.429	42.857	-141.89
-71.429	46.939	-138.42
-71.429	51.02	-134.95
-71.429	55.102	-131.48
-71.429	59.184	-128.01
-71.429	63.265	-124.54
-71.429	67.347	-121.07
-71.429	71.429	-117.6
-71.429	75.51	-114.13
-71.429	79.592	-110.67
-71.429	83.673	-107.2
-71.429	87.755	-103.73
-71.429	91.837	-100.26
-71.429	95.918	-96.789
-71.429	100	-93.32
-67.347	-100	-253.11
-67.347	-95.918	-249.65
-67.347	-91.837	-246.18
-67.347	-87.755	-242.71
-67.347	-83.673	-239.24
-67.347	-79.592	-235.77
-67.347	-75.51	-232.3
-67.347	-71.429	-228.83
-67.347	-67.347	-225.36
-67.347	-63.265	-221.89
-67.347	-59.184	-218.42
-67.347	-55.102	-214.96
-67.347	-51.02	-211.49
-67.347	-46.939	-208.02
-67.347	-42.857	-204.55
-67.347	-38.776	-201.08
-67.347	-34.694	-197.61
-67.347	-30.612	-194.14
-67.347	-26.531	-190.67
-67.347	-22.449	-187.2
-67.347	-18.367	-183.73
-67.347	-14.286	-180.26
-67.347	-10.204	-176.8
-67.347	-6.1224	-173.33
-67.347	-2.0408	-169.86
-67.347	2.0408	-166.39
-67.347	6.1224	-162.92
-67.347	10.204	-159.45
-67.347	14.286	-155.98
-67.347	18.367	-152.51
-67.347	22.449	-149.04
-67.347	26.531	-145.57
-67.347	30.612	-142.1
-67.347	34.694	-138.64
-67.347	38.776	-135.17
-67.347	42.857	-131.7
-67.347	46.939	-128.23
-67.347	51.02	-124.76
-67.347	55.102	-121.29
-67.347	59.184	-117.82
-67.347	63.265	-114.35
-67.347	67.347	-110.88
-67.347	71.429	-107.41
-67.347	75.51	-103.95
-67.347	79.592	-100.48
-67.347	83.673	-97.007
-67.347	87.755	-93.538
-67.347	91.837	-90.069
-67.347	95.918	-86.6
-67.347	100	-83.131
-63.265	-100	-242.93
-63.265	-95.918	-239.46
-63.265	-91.837	-235.99
-63.265	-87.755	-232.52
-63.265	-83.673	-229.05
-63.265	-79.592	-225.58
-63.265	-75.51	-222.11
-63.265	-71.429	-218.64
-63.265	-67.347	-215.17
-63.265	-63.265	-211.7
-63.265	-59.184	-208.23
-63.265	-55.102	-204.77
-63.265	-51.02	-201.3
-63.265	-46.939	-197.83
-63.265	-42.857	-194.36
-63.265	-38.776	-190.89
-63.265	-34.694	-187.42
-63.265	-30.612	-183.95
-63.265	-26.531	-180.48
-63.265	-22.449	-177.01
-63.265	-18.367	-173.54
-63.265	-14.286	-170.08
-63.265	-10.204	-166.61
-63.265	-6.1224	-163.14
-63.265	-2.0408	-159.67
-63.265	2.0408	-156.2
-63.265	6.1224	-152.73
-63.265	10.204	-149.26
-63.265	14.286	-145.79
-63.265	18.367	-142.32
-63.265	22.449	-138.85
-63.265	26.531	-135.38
-63.265	30.612	-131.92
-63.265	34.694	-128.45
-63.265	38.776	-124.98
-63.265	42.857	-121.51
-63.265	46.939	-118.04
-63.265	51.02	-114.57
-63.265	55.102	-111.1
-63.265	59.184	-107.63
-63.265	63.265	-104.16
-63.265	67.347	-100.69
