1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0.43336
9	0.742
10	0.94531
11	1.0627
12	1.1124
13	1.1111
14	1.0508
15	0.95799
16	0.85206
17	0.74671
18	0.65074
19	0.5691
20	0.50502
21	0.45852
22	0.42771
23	0.40969
24	0.40128
25	0.39946
26	0.40153
27	0.40537
28	0.40947
29	0.41287
30	0.41511
31	0.41606
32	0.41582
33	0.41466
34	0.41289
35	0.41081
36	0.40867
37	0.40667
38	0.40493
39	0.40352
40	0.40245
41	0.4017
42	0.40121
43	0.40093
44	0.4008
45	0.40077
46	0.40079
47	0.40084
48	-0.017848
49	-0.357
50	-0.61534
51	-0.79706
52	-0.9099
53	-0.96364
54	-0.62795
55	-0.34626
56	-0.12029
57	0.051563
58	0.17345
59	0.25126
60	0.2742
61	0.26026
62	0.22418
63	0.17752
64	0.12876
65	0.083751
66	0.046959
67	0.020181
68	0.0033755
69	-0.0046415
70	-0.0056469
71	-0.0016068
72	0.0055532
73	0.014179
74	0.022994
75	0.031122
76	0.038048
77	0.043559
78	0.047664
79	0.050521
80	0.052367
81	0.053463
82	0.054059
83	0.054363
84	0.054538
85	0.054694
86	0.054896
87	0.055175
88	0.055531
89	0.055948
90	0.056404
91	0.056871
92	0.057327
93	0.057752
94	0.058133
95	0.058464
96	0.058744
97	0.058974
98	0.059159
99	0.059308
100	0.059426
