1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0.089024
15	0.23401
16	0.40624
17	0.5827
18	0.74647
19	0.88657
20	0.98928
21	1.051
22	1.0755
23	1.0706
24	1.0462
25	1.0121
26	0.97743
27	0.94905
28	0.93105
29	0.9247
30	0.92902
31	0.94147
32	0.95871
33	0.97727
34	0.99422
35	1.0075
36	1.0159
37	1.0195
38	1.0187
39	1.0149
40	1.0093
41	1.0033
42	0.99791
43	0.99393
44	0.99168
45	0.99115
46	0.99205
47	0.99394
48	0.99632
49	0.9987
50	1.0007
51	1.0022
52	1.0029
53	1.003
54	1.0026
55	1.0019
56	1.001
57	1.0002
58	0.99949
59	0.99903
60	0.99882
61	0.99884
62	0.99903
63	0.99934
64	0.99967
65	0.99999
66	1.0002
67	1.0004
68	1.0004
69	1.0004
70	1.0003
71	1.0002
72	1.0001
73	0.99998
74	0.99989
75	0.99985
76	0.99983
77	0.99985
78	0.99988
79	0.99993
80	0.99998
81	1
82	1
83	1.0001
84	1.0001
85	1.0001
86	1
87	1
88	1
89	0.99999
90	0.99998
91	0.99998
92	0.99998
93	0.99998
94	0.99999
95	0.99999
96	1
97	1
98	1
99	1
100	1
