1	1.7
2	1.7
3	1.7
4	1.7
5	1.7
6	1.7
7	1.7
8	1.7
9	1.7
10	1.7
11	1.7
12	1.7011
13	1.7033
14	1.7062
15	1.7099
16	1.7142
17	1.719
18	1.7243
19	1.7298
20	1.7357
21	1.7417
22	1.7479
23	1.7542
24	1.7605
25	1.7669
26	1.7732
27	1.7796
28	1.7858
29	1.792
30	1.7981
31	1.8041
32	1.8099
33	1.8156
34	1.8212
35	1.8266
36	1.8318
37	1.8369
38	1.8419
39	1.8466
40	1.8512
41	1.8557
42	1.86
43	1.8641
44	1.868
45	1.8719
46	1.8755
47	1.879
48	1.8824
49	1.8856
50	1.8887
51	1.8917
52	1.8945
53	1.8972
54	1.8998
55	1.9022
56	1.9046
57	1.9068
58	1.9089
59	1.911
60	1.9129
61	1.9148
62	1.9165
63	1.9182
64	1.9198
65	1.9213
66	1.9227
67	1.9241
68	1.9254
69	1.9267
70	1.9278
71	1.9289
72	1.93
73	1.931
74	1.932
75	1.9329
76	1.9337
77	1.9345
78	1.9353
79	1.936
80	1.9367
81	1.9374
82	1.938
83	1.9386
84	1.9391
85	1.9397
86	1.9402
87	1.9406
88	1.9411
89	1.9415
90	1.9419
91	1.9423
92	1.9426
93	1.943
94	1.9433
95	1.9436
96	1.9439
97	1.9442
98	1.9444
99	1.9447
100	1.9449
101	1.9451
102	1.9453
103	1.9455
104	1.9457
105	1.9459
106	1.946
107	1.9462
108	1.9463
109	1.9465
110	1.9466
111	1.9467
112	1.9468
113	1.9469
114	1.9471
115	1.9471
116	1.9472
117	1.9473
118	1.9474
119	1.9475
120	1.9476
121	1.9476
122	1.9477
123	1.9478
124	1.9478
125	1.9479
126	1.9479
127	1.948
128	1.948
129	1.9481
130	1.9481
131	1.9481
132	1.9482
133	1.9482
134	1.9482
135	1.9483
136	1.9483
137	1.9483
138	1.9484
139	1.9484
140	1.9484
141	1.9484
142	1.9484
143	1.9485
144	1.9485
145	1.9485
146	1.9485
147	1.9485
148	1.9485
149	1.9486
150	1.9486
151	1.9486
152	1.9486
153	1.9486
154	1.9486
155	1.9486
156	1.9486
157	1.9486
158	1.9486
159	1.9487
160	1.9487
161	1.9487
162	1.9487
163	1.9487
164	1.9487
165	1.9487
166	1.9487
167	1.9487
168	1.9487
169	1.9487
170	1.9487
171	1.9487
172	1.9487
173	1.9487
174	1.9487
175	1.9487
176	1.9487
177	1.9487
178	1.9487
179	1.9487
180	1.9487
181	1.9487
182	1.9487
183	1.9488
184	1.9488
185	1.9488
186	1.9488
187	1.9488
188	1.9488
189	1.9488
190	1.9488
191	1.9488
192	1.9488
193	1.9488
194	1.9488
195	1.9488
196	1.9488
197	1.9488
198	1.9488
199	1.9488
200	1.9488
201	1.9488
202	1.9488
203	1.9488
204	1.9488
205	1.9488
206	1.9488
207	1.9488
208	1.9488
209	1.9488
210	1.9488
211	1.9488
212	1.9488
213	1.9488
214	1.9488
215	1.9488
216	1.9488
217	1.9488
218	1.9488
219	1.9488
220	1.9488
221	1.9488
222	1.9488
223	1.9488
224	1.9488
225	1.9488
226	1.9488
227	1.9488
228	1.9488
229	1.9488
230	1.9488
231	1.9488
232	1.9488
233	1.9488
234	1.9488
235	1.9488
236	1.9488
237	1.9488
238	1.9488
239	1.9488
240	1.9488
241	1.9488
242	1.9488
243	1.9488
244	1.9488
245	1.9488
246	1.9488
247	1.9488
248	1.9488
249	1.9488
250	1.9488
